occurred_at,event,anonymous_id,user_id,account_id,session_id,scale_id,assessment_id,report_id,channel,plan_tier,utm_source,utm_medium,utm_campaign,method,is_email_verified,status,format,generation_ms,device_type,locale,exp_onboarding_flow
2025-08-09T16:11:25Z,select_scale,,u_00390,a_00390,s_a2e2b3c6,sc_104,,,email,pro,,,,,,,,,desktop,en-US,control
2025-08-09T16:12:25Z,submit_assessment,,u_00390,a_00390,s_a2e2b3c6,sc_104,as_ed221f3c3d,,email,pro,,,,,,started,,,desktop,en-US,control
2025-08-09T16:14:08Z,select_scale,,u_00882,a_00882,s_7a1945f5,sc_103,,,referral,pro,,,,,,,,,desktop,es-ES,control
2025-08-09T16:14:08Z,submit_assessment,,u_00882,a_00882,s_7a1945f5,sc_103,as_814569a118,,referral,pro,,,,,,started,,,desktop,es-ES,control
2025-08-09T16:16:25Z,submit_assessment,,u_00390,a_00390,s_a2e2b3c6,sc_104,as_ed221f3c3d,,email,pro,,,,,,in_progress,,,desktop,en-US,control
2025-08-09T16:22:08Z,submit_assessment,,u_00882,a_00882,s_7a1945f5,sc_103,as_814569a118,,referral,pro,,,,,,complete,,,desktop,es-ES,control
2025-08-09T16:27:08Z,submit_assessment,,u_00882,a_00882,s_7a1945f5,sc_103,as_814569a118,,referral,pro,,,,,,in_progress,,,desktop,es-ES,control
2025-08-09T16:29:25Z,submit_assessment,,u_00390,a_00390,s_a2e2b3c6,sc_104,as_ed221f3c3d,,email,pro,,,,,,complete,,,desktop,en-US,control
2025-08-09T16:34:08Z,generate_report,,u_00882,a_00882,s_7a1945f5,sc_103,as_814569a118,r_d2f57a57ed,referral,pro,,,,,,,web,1120,desktop,es-ES,control
2025-08-09T17:29:07Z,signup_completed,,u_00717,a_00717,s_70993249,,,,organic,pro,,,,sso_google,True,,,,mobile,fr-FR,control
2025-08-09T17:34:01Z,signup_completed,,u_00036,a_00036,s_d8a41b5f,,,,direct,free,,,,sso_google,True,,,,desktop,en-US,control
2025-08-09T17:34:07Z,select_scale,,u_00717,a_00717,s_70993249,sc_105,,,organic,pro,,,,,,,,,mobile,fr-FR,control
2025-08-09T17:36:01Z,select_scale,,u_00036,a_00036,s_d8a41b5f,sc_104,,,direct,free,,,,,,,,,desktop,en-US,control
2025-08-09T17:39:07Z,submit_assessment,,u_00717,a_00717,s_70993249,sc_105,as_6c29ce08c4,,organic,pro,,,,,,started,,,mobile,fr-FR,control
2025-08-09T17:43:01Z,submit_assessment,,u_00036,a_00036,s_d8a41b5f,sc_104,as_1e2a6a94c2,,direct,free,,,,,,started,,,desktop,en-US,control
2025-08-09T17:45:07Z,submit_assessment,,u_00717,a_00717,s_70993249,sc_105,as_6c29ce08c4,,organic,pro,,,,,,complete,,,mobile,fr-FR,control
2025-08-09T17:48:01Z,submit_assessment,,u_00036,a_00036,s_d8a41b5f,sc_104,as_1e2a6a94c2,,direct,free,,,,,,complete,,,desktop,en-US,control
2025-08-09T17:49:01Z,submit_assessment,,u_00036,a_00036,s_d8a41b5f,sc_104,as_1e2a6a94c2,,direct,free,,,,,,in_progress,,,desktop,en-US,control
2025-08-09T17:49:07Z,submit_assessment,,u_00717,a_00717,s_70993249,sc_105,as_6c29ce08c4,,organic,pro,,,,,,in_progress,,,mobile,fr-FR,control
2025-08-09T17:53:07Z,generate_report,,u_00717,a_00717,s_70993249,sc_105,as_6c29ce08c4,r_ecec46b3cb,organic,pro,,,,,,,web,1425,mobile,fr-FR,control
2025-08-09T18:35:07Z,signup_completed,,u_00444,a_00444,s_5075603e,,,,organic,free,,,,email_password,True,,,,mobile,fr-FR,control
2025-08-09T18:40:07Z,select_scale,,u_00444,a_00444,s_5075603e,sc_102,,,organic,free,,,,,,,,,mobile,fr-FR,control
2025-08-09T18:42:07Z,submit_assessment,,u_00444,a_00444,s_5075603e,sc_102,as_87f585ff84,,organic,free,,,,,,started,,,mobile,fr-FR,control
2025-08-09T18:43:07Z,submit_assessment,,u_00444,a_00444,s_5075603e,sc_102,as_87f585ff84,,organic,free,,,,,,complete,,,mobile,fr-FR,control
2025-08-09T18:46:07Z,submit_assessment,,u_00444,a_00444,s_5075603e,sc_102,as_87f585ff84,,organic,free,,,,,,in_progress,,,mobile,fr-FR,control
2025-08-09T18:57:19Z,signup_completed,,u_00503,a_00503,s_16710280,,,,email,free,,,,email_password,True,,,,desktop,en-US,control
2025-08-09T18:58:07Z,generate_report,,u_00444,a_00444,s_5075603e,sc_102,as_87f585ff84,r_32436f060b,organic,free,,,,,,,web,3273,mobile,fr-FR,control
2025-08-09T19:01:19Z,select_scale,,u_00503,a_00503,s_16710280,sc_105,,,email,free,,,,,,,,,desktop,en-US,control
2025-08-09T19:07:19Z,submit_assessment,,u_00503,a_00503,s_16710280,sc_105,as_0c67b76351,,email,free,,,,,,started,,,desktop,en-US,control
2025-08-09T19:10:19Z,submit_assessment,,u_00503,a_00503,s_16710280,sc_105,as_0c67b76351,,email,free,,,,,,in_progress,,,desktop,en-US,control
2025-08-09T19:16:19Z,submit_assessment,,u_00503,a_00503,s_16710280,sc_105,as_0c67b76351,,email,free,,,,,,complete,,,desktop,en-US,control
2025-08-09T19:43:06Z,signup_completed,,u_00679,a_00679,s_6199d22d,,,,organic,pro,,,,email_password,True,,,,desktop,es-ES,control
2025-08-09T19:46:06Z,select_scale,,u_00679,a_00679,s_6199d22d,sc_101,,,organic,pro,,,,,,,,,desktop,es-ES,control
2025-08-09T19:50:06Z,submit_assessment,,u_00679,a_00679,s_6199d22d,sc_101,as_08e05c5b37,,organic,pro,,,,,,in_progress,,,desktop,es-ES,control
2025-08-09T19:53:06Z,submit_assessment,,u_00679,a_00679,s_6199d22d,sc_101,as_08e05c5b37,,organic,pro,,,,,,started,,,desktop,es-ES,control
2025-08-09T19:53:06Z,submit_assessment,,u_00679,a_00679,s_6199d22d,sc_101,as_08e05c5b37,,organic,pro,,,,,,complete,,,desktop,es-ES,control
2025-08-09T19:55:08Z,signup_completed,,u_00186,a_00186,s_b7c6b0f7,,,,organic,pro,,,,email_password,True,,,,mobile,fr-FR,control
2025-08-09T19:59:08Z,select_scale,,u_00186,a_00186,s_b7c6b0f7,sc_104,,,organic,pro,,,,,,,,,mobile,fr-FR,control
2025-08-09T19:59:08Z,submit_assessment,,u_00186,a_00186,s_b7c6b0f7,sc_104,as_5065c76837,,organic,pro,,,,,,started,,,mobile,fr-FR,control
2025-08-09T20:12:08Z,submit_assessment,,u_00186,a_00186,s_b7c6b0f7,sc_104,as_5065c76837,,organic,pro,,,,,,in_progress,,,mobile,fr-FR,control
2025-08-09T20:19:08Z,submit_assessment,,u_00186,a_00186,s_b7c6b0f7,sc_104,as_5065c76837,,organic,pro,,,,,,complete,,,mobile,fr-FR,control
2025-08-09T20:27:26Z,signup_completed,,u_00518,a_00518,s_32d7febe,,,,direct,pro,,,,sso_azure,True,,,,tablet,ca-ES,control
2025-08-09T20:30:00Z,signup_completed,,u_01163,a_01163,s_2f45ebd8,,,,organic,free,,,,email_password,True,,,,mobile,ca-ES,control
2025-08-09T20:32:26Z,select_scale,,u_00518,a_00518,s_32d7febe,sc_101,,,direct,pro,,,,,,,,,tablet,ca-ES,control
2025-08-09T20:45:30Z,signup_completed,,u_00102,a_00102,s_cff875fe,,,,paid_search,free,,,,email_password,True,,,,desktop,ca-ES,control
2025-08-10T08:09:30Z,signup_completed,,u_01191,a_01191,s_cd6f2f76,,,,direct,free,,,,email_password,True,,,,desktop,es-ES,control
2025-08-10T08:09:59Z,signup_completed,,u_00277,a_00277,s_8966ec00,,,,organic,free,,,,email_password,True,,,,mobile,ca-ES,control
2025-08-10T08:14:30Z,select_scale,,u_01191,a_01191,s_cd6f2f76,sc_102,,,direct,free,,,,,,,,,desktop,es-ES,control
2025-08-10T08:14:59Z,select_scale,,u_00277,a_00277,s_8966ec00,sc_103,,,organic,free,,,,,,,,,mobile,ca-ES,control
2025-08-10T08:14:59Z,submit_assessment,,u_00277,a_00277,s_8966ec00,sc_103,as_4095cd4067,,organic,free,,,,,,started,,,mobile,ca-ES,control
2025-08-10T08:15:44Z,signup_completed,,u_00760,a_00760,s_80f238b6,,,,paid_search,pro,,,,email_password,True,,,,tablet,en-US,control
2025-08-10T08:16:59Z,submit_assessment,,u_00277,a_00277,s_8966ec00,sc_103,as_4095cd4067,,organic,free,,,,,,in_progress,,,mobile,ca-ES,control
2025-08-10T08:18:44Z,select_scale,,u_00760,a_00760,s_80f238b6,sc_104,,,paid_search,pro,,,,,,,,,tablet,en-US,control
2025-08-10T08:33:59Z,submit_assessment,,u_00277,a_00277,s_8966ec00,sc_103,as_4095cd4067,,organic,free,,,,,,complete,,,mobile,ca-ES,control
2025-08-10T08:35:59Z,generate_report,,u_00277,a_00277,s_8966ec00,sc_103,as_4095cd4067,r_f9ef806b80,organic,free,,,,,,,web,2699,mobile,ca-ES,control
2025-08-10T09:15:28Z,signup_completed,,u_01116,a_01116,s_cac0648c,,,,organic,free,,,,sso_azure,True,,,,desktop,ca-ES,control
2025-08-10T09:17:05Z,signup_completed,,u_01222,a_01222,s_8508008f,,,,paid_search,free,,,,sso_google,True,,,,mobile,en-US,control
2025-08-10T09:17:28Z,select_scale,,u_01116,a_01116,s_cac0648c,sc_103,,,organic,free,,,,,,,,,desktop,ca-ES,control
2025-08-10T09:20:03Z,signup_completed,,u_01488,a_01488,s_77cf34cc,,,,referral,pro,,,,email_password,True,,,,mobile,es-ES,control
2025-08-10T09:21:28Z,submit_assessment,,u_01116,a_01116,s_cac0648c,sc_103,as_46ee3467b2,,organic,free,,,,,,in_progress,,,desktop,ca-ES,control
2025-08-10T09:22:05Z,signup_completed,,u_00496,a_00496,s_d3c69363,,,,organic,free,,,,email_password,True,,,,mobile,ca-ES,control
2025-08-10T09:24:28Z,submit_assessment,,u_01116,a_01116,s_cac0648c,sc_103,as_46ee3467b2,,organic,free,,,,,,started,,,desktop,ca-ES,control
2025-08-10T09:27:05Z,select_scale,,u_00496,a_00496,s_d3c69363,sc_101,,,organic,free,,,,,,,,,mobile,ca-ES,control
2025-08-10T09:28:08Z,signup_completed,,u_01050,a_01050,s_13b3c4eb,,,,organic,free,,,,email_password,True,,,,mobile,ca-ES,control
2025-08-10T09:33:08Z,select_scale,,u_01050,a_01050,s_13b3c4eb,sc_101,,,organic,free,,,,,,,,,mobile,ca-ES,control
2025-08-10T09:34:28Z,submit_assessment,,u_01116,a_01116,s_cac0648c,sc_103,as_46ee3467b2,,organic,free,,,,,,complete,,,desktop,ca-ES,control
2025-08-10T09:49:32Z,signup_completed,,u_00256,a_00256,s_f60c7400,,,,organic,pro,,,,email_password,False,,,,mobile,es-ES,control
2025-08-10T09:50:32Z,select_scale,,u_00256,a_00256,s_f60c7400,sc_101,,,organic,pro,,,,,,,,,mobile,es-ES,control
2025-08-10T10:12:21Z,signup_completed,,u_00248,a_00248,s_70ee83a1,,,,paid_search,free,,,,email_password,True,,,,mobile,fr-FR,control
2025-08-10T10:16:21Z,select_scale,,u_00248,a_00248,s_70ee83a1,sc_101,,,paid_search,free,,,,,,,,,mobile,fr-FR,control
2025-08-10T10:16:49Z,signup_completed,,u_00535,a_00535,s_255fe6ab,,,,organic,free,,,,email_password,False,,,,desktop,es-ES,control
2025-08-10T10:17:21Z,submit_assessment,,u_00248,a_00248,s_70ee83a1,sc_101,as_8b15598d23,,paid_search,free,,,,,,started,,,mobile,fr-FR,control
2025-08-10T10:19:49Z,select_scale,,u_00535,a_00535,s_255fe6ab,sc_101,,,organic,free,,,,,,,,,desktop,es-ES,control
2025-08-10T10:21:21Z,submit_assessment,,u_00248,a_00248,s_70ee83a1,sc_101,as_8b15598d23,,paid_search,free,,,,,,complete,,,mobile,fr-FR,control
2025-08-10T10:24:49Z,submit_assessment,,u_00535,a_00535,s_255fe6ab,sc_101,as_86862cc792,,organic,free,,,,,,started,,,desktop,es-ES,control
2025-08-10T10:25:49Z,submit_assessment,,u_00535,a_00535,s_255fe6ab,sc_101,as_86862cc792,,organic,free,,,,,,in_progress,,,desktop,es-ES,control
2025-08-10T10:27:21Z,submit_assessment,,u_00248,a_00248,s_70ee83a1,sc_101,as_8b15598d23,,paid_search,free,,,,,,in_progress,,,mobile,fr-FR,control
2025-08-10T10:29:21Z,generate_report,,u_00248,a_00248,s_70ee83a1,sc_101,as_8b15598d23,r_1114b2f1ce,paid_search,free,,,,,,,web,1357,mobile,fr-FR,control
2025-08-10T10:37:49Z,submit_assessment,,u_00535,a_00535,s_255fe6ab,sc_101,as_86862cc792,,organic,free,,,,,,complete,,,desktop,es-ES,control
2025-08-10T10:42:39Z,signup_completed,,u_00119,a_00119,s_c9064dae,,,,referral,free,,,,sso_google,True,,,,mobile,en-US,control
2025-08-10T10:47:39Z,select_scale,,u_00119,a_00119,s_c9064dae,sc_101,,,referral,free,,,,,,,,,mobile,en-US,control
2025-08-10T10:48:39Z,submit_assessment,,u_00119,a_00119,s_c9064dae,sc_101,as_5681a3a1d7,,referral,free,,,,,,started,,,mobile,en-US,control
2025-08-10T10:50:39Z,submit_assessment,,u_00119,a_00119,s_c9064dae,sc_101,as_5681a3a1d7,,referral,free,,,,,,complete,,,mobile,en-US,control
2025-08-10T10:55:09Z,signup_completed,,u_00369,a_00369,s_c7cf8016,,,,organic,pro,,,,sso_google,True,,,,desktop,ca-ES,control
2025-08-10T10:59:22Z,signup_completed,,u_01216,a_01216,s_6259555c,,,,paid_search,free,,,,email_password,True,,,,desktop,ca-ES,control
2025-08-10T11:00:39Z,submit_assessment,,u_00119,a_00119,s_c9064dae,sc_101,as_5681a3a1d7,,referral,free,,,,,,in_progress,,,mobile,en-US,control
2025-08-10T11:01:22Z,select_scale,,u_01216,a_01216,s_6259555c,sc_105,,,paid_search,free,,,,,,,,,desktop,ca-ES,control
2025-08-10T11:08:22Z,submit_assessment,,u_01216,a_01216,s_6259555c,sc_105,as_8baa6294fe,,paid_search,free,,,,,,started,,,desktop,ca-ES,control
2025-08-10T11:08:22Z,submit_assessment,,u_01216,a_01216,s_6259555c,sc_105,as_8baa6294fe,,paid_search,free,,,,,,complete,,,desktop,ca-ES,control
2025-08-10T11:11:22Z,submit_assessment,,u_01216,a_01216,s_6259555c,sc_105,as_8baa6294fe,,paid_search,free,,,,,,in_progress,,,desktop,ca-ES,control
2025-08-10T11:13:44Z,signup_completed,,u_01325,a_01325,s_ea0e9337,,,,direct,free,,,,sso_google,True,,,,desktop,en-US,control
2025-08-10T11:16:44Z,select_scale,,u_01325,a_01325,s_ea0e9337,sc_103,,,direct,free,,,,,,,,,desktop,en-US,control
2025-08-10T11:19:11Z,signup_completed,,u_00877,a_00877,s_72ce839d,,,,organic,free,,,,sso_google,True,,,,mobile,en-US,control
2025-08-10T11:22:11Z,select_scale,,u_00877,a_00877,s_72ce839d,sc_101,,,organic,free,,,,,,,,,mobile,en-US,control
2025-08-10T11:31:15Z,signup_completed,,u_01363,a_01363,s_e5ce9de6,,,,paid_search,free,,,,sso_google,True,,,,mobile,en-US,control
2025-08-10T11:31:18Z,signup_completed,,u_01205,a_01205,s_db7d99d3,,,,direct,free,,,,email_password,True,,,,desktop,es-ES,control
2025-08-10T11:32:15Z,select_scale,,u_01363,a_01363,s_e5ce9de6,sc_101,,,paid_search,free,,,,,,,,,mobile,en-US,control
2025-08-10T11:33:18Z,select_scale,,u_01205,a_01205,s_db7d99d3,sc_102,,,direct,free,,,,,,,,,desktop,es-ES,control
2025-08-10T11:38:32Z,signup_completed,,u_00125,a_00125,s_a33349dd,,,,paid_search,free,,,,sso_google,True,,,,desktop,ca-ES,control
2025-08-10T11:43:32Z,select_scale,,u_00125,a_00125,s_a33349dd,sc_102,,,paid_search,free,,,,,,,,,desktop,ca-ES,control
2025-08-10T12:00:21Z,signup_completed,,u_00351,a_00351,s_40550282,,,,referral,free,,,,email_password,True,,,,desktop,en-US,control
2025-08-10T12:02:18Z,signup_completed,,u_00133,a_00133,s_ed586539,,,,direct,free,,,,sso_google,True,,,,mobile,ca-ES,control
2025-08-10T12:05:18Z,select_scale,,u_00133,a_00133,s_ed586539,sc_105,,,direct,free,,,,,,,,,mobile,ca-ES,control
2025-08-10T12:05:21Z,select_scale,,u_00351,a_00351,s_40550282,sc_105,,,referral,free,,,,,,,,,desktop,en-US,control
2025-08-10T12:39:57Z,signup_completed,,u_01241,a_01241,s_e563dfa3,,,,organic,pro,,,,email_password,True,,,,mobile,en-US,control
2025-08-10T12:44:57Z,select_scale,,u_01241,a_01241,s_e563dfa3,sc_101,,,organic,pro,,,,,,,,,mobile,en-US,control
2025-08-10T12:48:57Z,submit_assessment,,u_01241,a_01241,s_e563dfa3,sc_101,as_6cd17dedf0,,organic,pro,,,,,,started,,,mobile,en-US,control
2025-08-10T12:58:57Z,submit_assessment,,u_01241,a_01241,s_e563dfa3,sc_101,as_6cd17dedf0,,organic,pro,,,,,,in_progress,,,mobile,en-US,control
2025-08-10T13:02:57Z,submit_assessment,,u_01241,a_01241,s_e563dfa3,sc_101,as_6cd17dedf0,,organic,pro,,,,,,complete,,,mobile,en-US,control
2025-08-10T13:30:45Z,signup_completed,,u_00481,a_00481,s_9ed20dbf,,,,organic,free,,,,sso_google,True,,,,desktop,en-US,control
2025-08-10T13:32:45Z,select_scale,,u_00481,a_00481,s_9ed20dbf,sc_101,,,organic,free,,,,,,,,,desktop,en-US,control
2025-08-10T13:39:45Z,submit_assessment,,u_00481,a_00481,s_9ed20dbf,sc_101,as_a9d8b290b6,,organic,free,,,,,,started,,,desktop,en-US,control
2025-08-10T13:44:45Z,submit_assessment,,u_00481,a_00481,s_9ed20dbf,sc_101,as_a9d8b290b6,,organic,free,,,,,,in_progress,,,desktop,en-US,control
2025-08-10T13:49:35Z,signup_completed,,u_01267,a_01267,s_2b62e0bf,,,,referral,free,,,,email_password,True,,,,desktop,en-US,control
2025-08-10T13:49:45Z,submit_assessment,,u_00481,a_00481,s_9ed20dbf,sc_101,as_a9d8b290b6,,organic,free,,,,,,complete,,,desktop,en-US,control
2025-08-10T14:08:02Z,signup_completed,,u_00022,a_00022,s_d1b6a024,,,,organic,pro,,,,sso_google,True,,,,mobile,en-US,control
2025-08-10T14:09:02Z,select_scale,,u_00022,a_00022,s_d1b6a024,sc_102,,,organic,pro,,,,,,,,,mobile,en-US,control
2025-08-10T14:09:02Z,signup_completed,,u_01463,a_01463,s_d3736112,,,,paid_search,free,,,,sso_google,True,,,,desktop,ca-ES,control
2025-08-10T14:17:02Z,submit_assessment,,u_00022,a_00022,s_d1b6a024,sc_102,as_dc4aa112a4,,organic,pro,,,,,,started,,,mobile,en-US,control
2025-08-10T14:17:02Z,submit_assessment,,u_00022,a_00022,s_d1b6a024,sc_102,as_dc4aa112a4,,organic,pro,,,,,,in_progress,,,mobile,en-US,control
2025-08-10T14:23:02Z,submit_assessment,,u_00022,a_00022,s_d1b6a024,sc_102,as_dc4aa112a4,,organic,pro,,,,,,complete,,,mobile,en-US,control
2025-08-10T14:27:43Z,signup_completed,,u_00619,a_00619,s_d31a327e,,,,email,business,,,,email_password,True,,,,desktop,fr-FR,control
2025-08-10T15:19:38Z,signup_completed,,u_00554,a_00554,s_275a401c,,,,organic,free,,,,email_password,True,,,,desktop,es-ES,control
2025-08-10T16:08:31Z,signup_completed,,u_00528,a_00528,s_e08738fe,,,,referral,free,,,,sso_google,True,,,,mobile,en-US,control
2025-08-10T16:10:31Z,select_scale,,u_00528,a_00528,s_e08738fe,sc_101,,,referral,free,,,,,,,,,mobile,en-US,control
2025-08-10T17:06:11Z,signup_completed,,u_00299,a_00299,s_236ef164,,,,paid_search,free,,,,email_password,True,,,,desktop,en-US,control
2025-08-10T17:41:03Z,signup_completed,,u_00767,a_00767,s_8864c13a,,,,organic,pro,,,,email_password,True,,,,desktop,fr-FR,control
2025-08-10T17:44:03Z,select_scale,,u_00767,a_00767,s_8864c13a,sc_101,,,organic,pro,,,,,,,,,desktop,fr-FR,control
2025-08-10T18:15:46Z,signup_completed,,u_01305,a_01305,s_243f0a9d,,,,organic,pro,,,,email_password,True,,,,desktop,fr-FR,control
2025-08-10T18:17:46Z,select_scale,,u_01305,a_01305,s_243f0a9d,sc_102,,,organic,pro,,,,,,,,,desktop,fr-FR,control
2025-08-10T18:40:00Z,signup_completed,,u_00412,a_00412,s_f8ebae38,,,,direct,pro,,,,sso_azure,True,,,,desktop,ca-ES,control
2025-08-10T18:44:00Z,select_scale,,u_00412,a_00412,s_f8ebae38,sc_105,,,direct,pro,,,,,,,,,desktop,ca-ES,control
2025-08-10T18:47:00Z,submit_assessment,,u_00412,a_00412,s_f8ebae38,sc_105,as_95ffee0e1d,,direct,pro,,,,,,in_progress,,,desktop,ca-ES,control
2025-08-10T18:49:00Z,submit_assessment,,u_00412,a_00412,s_f8ebae38,sc_105,as_95ffee0e1d,,direct,pro,,,,,,started,,,desktop,ca-ES,control
2025-08-10T19:01:00Z,generate_report,,u_00412,a_00412,s_f8ebae38,sc_105,as_95ffee0e1d,r_773060a776,direct,pro,,,,,,,pdf,3323,desktop,ca-ES,control
2025-08-10T19:01:48Z,signup_completed,,u_00359,a_00359,s_e2f6cacf,,,,organic,business,,,,email_password,True,,,,tablet,ca-ES,control
2025-08-10T19:05:00Z,submit_assessment,,u_00412,a_00412,s_f8ebae38,sc_105,as_95ffee0e1d,,direct,pro,,,,,,complete,,,desktop,ca-ES,control
2025-08-10T19:12:27Z,signup_completed,,u_00734,a_00734,s_503e7b10,,,,paid_search,free,,,,sso_azure,True,,,,desktop,fr-FR,control
2025-08-10T19:16:27Z,select_scale,,u_00734,a_00734,s_503e7b10,sc_104,,,paid_search,free,,,,,,,,,desktop,fr-FR,control
2025-08-10T19:16:27Z,submit_assessment,,u_00734,a_00734,s_503e7b10,sc_104,as_19a9468e32,,paid_search,free,,,,,,started,,,desktop,fr-FR,control
2025-08-10T19:17:05Z,signup_completed,,u_00206,a_00206,s_63e1b23e,,,,organic,free,,,,sso_google,True,,,,mobile,fr-FR,control
2025-08-10T19:22:05Z,select_scale,,u_00206,a_00206,s_63e1b23e,sc_101,,,organic,free,,,,,,,,,mobile,fr-FR,control
2025-08-10T19:22:05Z,submit_assessment,,u_00206,a_00206,s_63e1b23e,sc_101,as_8b2e762b8b,,organic,free,,,,,,started,,,mobile,fr-FR,control
2025-08-10T19:25:27Z,submit_assessment,,u_00734,a_00734,s_503e7b10,sc_104,as_19a9468e32,,paid_search,free,,,,,,in_progress,,,desktop,fr-FR,control
2025-08-10T19:27:05Z,submit_assessment,,u_00206,a_00206,s_63e1b23e,sc_101,as_8b2e762b8b,,organic,free,,,,,,complete,,,mobile,fr-FR,control
2025-08-10T19:29:27Z,submit_assessment,,u_00734,a_00734,s_503e7b10,sc_104,as_19a9468e32,,paid_search,free,,,,,,complete,,,desktop,fr-FR,control
2025-08-10T19:34:05Z,submit_assessment,,u_00206,a_00206,s_63e1b23e,sc_101,as_8b2e762b8b,,organic,free,,,,,,in_progress,,,mobile,fr-FR,control
2025-08-10T19:42:54Z,signup_completed,,u_00614,a_00614,s_71ea5cb8,,,,email,pro,,,,email_password,True,,,,desktop,ca-ES,control
2025-08-10T19:46:54Z,select_scale,,u_00614,a_00614,s_71ea5cb8,sc_105,,,email,pro,,,,,,,,,desktop,ca-ES,control
2025-08-10T20:00:23Z,signup_completed,,u_01145,a_01145,s_1ab03cec,,,,email,free,,,,email_password,True,,,,desktop,es-ES,control
2025-08-10T20:01:23Z,select_scale,,u_01145,a_01145,s_1ab03cec,sc_102,,,email,free,,,,,,,,,desktop,es-ES,control
2025-08-10T20:29:58Z,signup_completed,,u_00152,a_00152,s_a472b36f,,,,organic,free,,,,email_password,True,,,,desktop,es-ES,control
2025-08-10T20:33:58Z,select_scale,,u_00152,a_00152,s_a472b36f,sc_101,,,organic,free,,,,,,,,,desktop,es-ES,control
2025-08-10T20:41:09Z,signup_completed,,u_00667,a_00667,s_86be0b64,,,,organic,free,,,,sso_google,True,,,,mobile,fr-FR,control
2025-08-10T20:44:09Z,select_scale,,u_00667,a_00667,s_86be0b64,sc_104,,,organic,free,,,,,,,,,mobile,fr-FR,control
2025-08-10T20:49:09Z,submit_assessment,,u_00667,a_00667,s_86be0b64,sc_104,as_a08de63775,,organic,free,,,,,,started,,,mobile,fr-FR,control
2025-08-10T20:50:09Z,submit_assessment,,u_00667,a_00667,s_86be0b64,sc_104,as_a08de63775,,organic,free,,,,,,in_progress,,,mobile,fr-FR,control
2025-08-10T20:54:09Z,submit_assessment,,u_00667,a_00667,s_86be0b64,sc_104,as_a08de63775,,organic,free,,,,,,complete,,,mobile,fr-FR,control
2025-08-11T08:21:32Z,signup_completed,,u_00990,a_00990,s_bf7f1c8c,,,,direct,business,,,,email_password,True,,,,desktop,ca-ES,control
2025-08-11T08:23:32Z,select_scale,,u_00990,a_00990,s_bf7f1c8c,sc_105,,,direct,business,,,,,,,,,desktop,ca-ES,control
2025-08-11T08:38:06Z,signup_completed,,u_00580,a_00580,s_49938796,,,,organic,free,,,,email_password,True,,,,mobile,es-ES,control
2025-08-11T08:38:57Z,signup_completed,,u_00781,a_00781,s_56a7d6f5,,,,organic,pro,,,,email_password,True,,,,desktop,es-ES,control
2025-08-11T08:41:57Z,select_scale,,u_00781,a_00781,s_56a7d6f5,sc_102,,,organic,pro,,,,,,,,,desktop,es-ES,control
2025-08-11T08:42:06Z,select_scale,,u_00580,a_00580,s_49938796,sc_102,,,organic,free,,,,,,,,,mobile,es-ES,control
2025-08-11T08:44:06Z,submit_assessment,,u_00580,a_00580,s_49938796,sc_102,as_06fc087fed,,organic,free,,,,,,started,,,mobile,es-ES,control
2025-08-11T08:44:06Z,submit_assessment,,u_00580,a_00580,s_49938796,sc_102,as_06fc087fed,,organic,free,,,,,,in_progress,,,mobile,es-ES,control
2025-08-11T08:48:06Z,generate_report,,u_00580,a_00580,s_49938796,sc_102,as_06fc087fed,r_1569a46cb3,organic,free,,,,,,,web,3926,mobile,es-ES,control
2025-08-11T09:03:04Z,signup_completed,,u_00959,a_00959,s_12478d46,,,,paid_search,business,,,,email_password,True,,,,desktop,fr-FR,control
2025-08-11T09:03:06Z,submit_assessment,,u_00580,a_00580,s_49938796,sc_102,as_06fc087fed,,organic,free,,,,,,complete,,,mobile,es-ES,control
2025-08-11T09:04:04Z,select_scale,,u_00959,a_00959,s_12478d46,sc_101,,,paid_search,business,,,,,,,,,desktop,fr-FR,control
2025-08-11T09:10:04Z,submit_assessment,,u_00959,a_00959,s_12478d46,sc_101,as_387aab7f30,,paid_search,business,,,,,,in_progress,,,desktop,fr-FR,control
2025-08-11T09:11:04Z,submit_assessment,,u_00959,a_00959,s_12478d46,sc_101,as_387aab7f30,,paid_search,business,,,,,,started,,,desktop,fr-FR,control
2025-08-11T09:15:42Z,signup_completed,,u_00217,a_00217,s_1651d3b0,,,,organic,free,,,,sso_google,True,,,,mobile,en-US,control
2025-08-11T09:19:04Z,submit_assessment,,u_00959,a_00959,s_12478d46,sc_101,as_387aab7f30,,paid_search,business,,,,,,complete,,,desktop,fr-FR,control
2025-08-11T10:07:02Z,signup_completed,,u_01248,a_01248,s_8c7bb6eb,,,,email,free,,,,email_password,True,,,,desktop,en-US,control
2025-08-11T10:10:02Z,submit_assessment,,u_01248,a_01248,s_8c7bb6eb,sc_104,as_c868352ae7,,email,free,,,,,,started,,,desktop,en-US,control
2025-08-11T10:11:02Z,select_scale,,u_01248,a_01248,s_8c7bb6eb,sc_104,,,email,free,,,,,,,,,desktop,en-US,control
2025-08-11T10:21:10Z,signup_completed,,u_01063,a_01063,s_f7571486,,,,paid_search,pro,,,,email_password,True,,,,desktop,ca-ES,control
2025-08-11T10:22:10Z,select_scale,,u_01063,a_01063,s_f7571486,sc_104,,,paid_search,pro,,,,,,,,,desktop,ca-ES,control
